platform,country_code,region,language,category,hashtag,title_keywords,author_handle,sound_type,music_track,week_of_year,duration_sec,views,likes,comments,shares,saves,device_type,upload_hour,genre,trend_duration_days,trend_type,engagement_velocity,dislikes,comment_ratio,share_rate,save_rate,like_dislike_ratio,publish_dayofweek,publish_period,event_season,tags,creator_avg_views,creator_tier,season,publish_date_approx,year_month,title,title_length,has_emoji,avg_watch_time_sec,completion_rate,device_brand,traffic_source,is_weekend,engagement_total,like_rate,dislike_rate,engagement_per_1k,country_name,publish_month,publish_month_name,publish_day,publish_year
Youtube,NG,Africa,en,Automotive,#HiddenGems,Hidden Gems of Tokyo,OmarTV,trending,Engine rev,11,26,137325,3483,415,265,219,Android,20,Travel,54,Evergreen,2543.06,503,0.003022,0.00193,0.001595,6.910714,Tuesday,Evening,BackToSchool,"vlog, food tour, travel, guide",103129.6,Mid,Fall,2025-03-11,2025-03,24 Hours in Cairo,17,0,10.6,0.408,Samsung,Home,0,4382,0.025363,0.003663,31.91,Nigeria,3,March,11,2025
Youtube,BR,South America,pt,News,#Travel,24 Hours in New York,YoussefChannel,trending,Ambient pulse,11,34,39419,923,69,93,57,Android,6,Travel,3,Short,13139.67,134,0.00175,0.002359,0.001446,6.837037,Friday,Morning,BackToSchool,"guide, vlog, food tour, hidden gems, travel",109255.0,Mid,Fall,2025-03-14,2025-03,Hidden Gems of Cairo,20,0,17.3,0.509,Xiaomi,Search,1,1142,0.023415,0.003399,28.971,Brazil,3,March,14,2025
Youtube,FR,Europe,fr,Lifestyle,#Wanderlust,24 Hours in Tokyo,StudyWithSara,licensed,Morning vibe,11,42,31567,1802,229,131,113,iOS,18,Travel,15,Medium,2104.47,266,0.007254,0.00415,0.00358,6.749064,Friday,Evening,SummerBreak,"travel, food tour, hidden gems",94172.9,Mid,Summer,2025-03-14,2025-03,Hidden Gems of Tokyo 🧠,22,1,28.5,0.679,Samsung,Home,1,2275,0.057085,0.008427,72.069,France,3,March,14,2025
Youtube,SE,Europe,sv,Education,#StreetFood,I tried making Koshari,AvaPro,trending,Chalkboard beat,11,39,280014,9333,1159,671,1564,Android,19,Food,28,Evergreen,10000.5,1207,0.004139,0.002396,0.005585,7.725993,Thursday,Evening,Regular,"kitchen, fast, food",105585.7,Mid,Spring,2025-03-13,2025-03,5-Minute Ramen,14,0,28.0,0.718,iPhone,Suggested,0,12727,0.03333,0.00431,45.451,Sweden,3,March,13,2025
Youtube,ES,Europe,es,Tech,#Foodie,Is Tacos worth the hype?,ProNoor,original,Futurist pad,11,31,111481,8294,791,745,1099,iOS,17,Food,42,Evergreen,2654.31,513,0.007095,0.006683,0.009858,16.136187,Friday,Evening,Regular,"food, kitchen, street food, fast, recipe",103308.4,Mid,Spring,2025-03-14,2025-03,I tried making Koshari,22,0,15.4,0.497,Samsung,Home,1,10929,0.074398,0.004602,98.035,Spain,3,March,14,2025
Youtube,TR,Europe,tr,Education,#Foodie,Is Croissant worth the hype?,OliviaTV,trending,Chalkboard beat,11,42,18516,541,90,53,85,Android,23,Food,6,Short,3086.0,68,0.004861,0.002862,0.004591,7.84058,Wednesday,Night,Regular,"recipe, food, street food, fast",95392.8,Mid,Fall,2025-03-12,2025-03,Street Koshari Taste Test,25,0,22.0,0.524,Samsung,Suggested,0,769,0.029218,0.003672,41.532,Türkiye,3,March,12,2025
Youtube,EG,Africa,ar,Fashion,#HiddenGems,24 Hours in Paris,ProHassan,licensed,Aesthetic synth,11,69,41298,1294,138,169,134,iOS,19,Travel,12,Medium,3441.5,26,0.003342,0.004092,0.003245,47.925926,Thursday,Evening,Regular,"travel, food tour, guide, vlog",134649.3,Mid,Fall,2025-03-13,2025-03,Street Food Tour — Tokyo,24,0,36.5,0.529,Xiaomi,Home,0,1735,0.031333,0.00063,42.012,Egypt,3,March,13,2025
Youtube,DE,Europe,de,Fashion,#StreetFood,5-Minute Kunafa,DiegoShorts,original,Pop groove,11,54,46234,1423,173,101,150,Android,23,Food,34,Evergreen,1359.82,181,0.003742,0.002185,0.003244,7.818681,Friday,Night,Regular,"street food, fast, recipe",90412.1,Mid,Winter,2025-03-14,2025-03,5-Minute Koshari ✨,18,1,24.4,0.452,Huawei,Search,1,1847,0.030778,0.003915,39.949,Germany,3,March,14,2025
Tiktok,NL,Europe,nl,Comedy,#FYP,24 Hours in Paris,OfficialLeila,original,Goofy bass,11,29,400911,20589,1442,2513,1291,Android,15,Travel,4,Short,100227.75,292,0.003597,0.006268,0.00322,70.269625,Sunday,Afternoon,Regular,"vlog, travel, guide, food tour, hidden gems",135508.1,Mid,Fall,2025-03-16,2025-03,24 Hours in Tokyo 😂,19,1,15.6,0.538,Xiaomi,ForYou,1,25835,0.051356,0.000728,64.441,Netherlands,3,March,16,2025
Tiktok,ES,Europe,es,Art,#Travel,Hidden Gems of Dubai,OmarYT,trending,Gallery pad,11,69,16440,1033,83,113,219,iOS,15,Travel,20,Medium,822.0,17,0.005049,0.006873,0.013321,57.388889,Saturday,Afternoon,Regular,"travel, hidden gems, food tour",92903.0,Mid,Fall,2025-03-15,2025-03,Street Food Tour — Istanbul,27,0,40.9,0.593,Samsung,ForYou,1,1448,0.062835,0.001034,88.078,Spain,3,March,15,2025
Tiktok,CN,Asia,zh,Comedy,#Travel,Hidden Gems of Tokyo,TVHassan,trending,Clap beat,11,75,12292,819,109,80,102,Android,13,Travel,5,Short,2458.4,11,0.008868,0.006508,0.008298,68.25,Tuesday,Afternoon,SummerBreak,"guide, vlog, travel, food tour",90840.6,Mid,Summer,2025-03-11,2025-03,24 Hours in New York,20,0,46.6,0.621,iPhone,ForYou,0,1110,0.066629,0.000895,90.303,China,3,March,11,2025
Tiktok,TR,Europe,tr,Food,#Foodie,Is Sushi worth the hype?,TrueLabs,original,Sizzle ASMR,11,10,131384,10148,773,972,626,Android,19,Food,55,Evergreen,2388.8,362,0.005884,0.007398,0.004765,27.955923,Thursday,Evening,Regular,"fast, recipe, kitchen, food, street food",98396.5,Mid,Fall,2025-03-13,2025-03,I tried making Kunafa,21,0,5.6,0.56,Samsung,ForYou,0,12519,0.077239,0.002755,95.286,Türkiye,3,March,13,2025
Tiktok,ZA,Africa,en,Lifestyle,#StreetFood,I tried making Croissant,NextVision,licensed,Sunset pad,11,20,14840,1437,151,165,151,Android,18,Food,26,Evergreen,570.77,19,0.010175,0.011119,0.010175,71.85,Tuesday,Evening,Regular,"food, kitchen, street food, fast, recipe",96474.3,Mid,Fall,2025-03-11,2025-03,5-Minute Sushi,14,0,16.6,0.83,Huawei,Following,0,1904,0.096833,0.00128,128.302,South Africa,3,March,11,2025
Tiktok,KR,Asia,ko,News,#Foodie,5-Minute Tacos,MusicByEmily,licensed,Neutral piano,11,26,138787,9335,1085,799,590,Android,19,Food,16,Medium,8674.19,230,0.007818,0.005757,0.004251,40.411255,Sunday,Evening,SummerBreak,"fast, food, street food, kitchen",106103.9,Mid,Summer,2025-03-16,2025-03,5-Minute Tacos,14,0,14.2,0.546,iPhone,Search,1,11809,0.067261,0.001657,85.087,"Korea, Republic of",3,March,16,2025
Tiktok,RU,Europe,ru,Comedy,#StreetFood,5-Minute Kunafa,PrimeWorks,trending,Goofy bass,11,35,54025,3265,333,432,519,iOS,22,Food,7,Short,7717.86,44,0.006164,0.007996,0.009607,72.555556,Friday,Evening,Regular,"recipe, food, fast, street food, kitchen",98366.2,Mid,Winter,2025-03-14,2025-03,I tried making Croissant,24,0,23.3,0.666,Pixel,ForYou,1,4549,0.060435,0.000814,84.202,Russian Federation,3,March,14,2025
Tiktok,PH,Asia,tl,DIY,#FYP,24 Hours in Paris,AmrTV,licensed,Tape measure click,11,21,118379,8294,732,1011,566,Android,19,Travel,6,Short,19729.83,322,0.006184,0.00854,0.004781,25.678019,Sunday,Evening,Regular,"guide, vlog, food tour",115920.9,Mid,Fall,2025-03-16,2025-03,Street Food Tour — Istanbul 🎵,29,1,14.8,0.705,Huawei,External,1,10603,0.070063,0.00272,89.568,Philippines,3,March,16,2025
Tiktok,TR,Europe,tr,Art,#Recipe,5-Minute Koshari,FatmaTV,original,Indie brush,11,37,229750,11185,1059,1248,1144,iOS,14,Food,15,Medium,15316.67,459,0.004609,0.005432,0.004979,24.315217,Friday,Afternoon,Regular,"kitchen, food, fast",94740.9,Mid,Fall,2025-03-14,2025-03,Street Croissant Taste Test ✨,29,1,25.9,0.7,iPhone,External,1,14636,0.048683,0.001998,63.704,Türkiye,3,March,14,2025
Tiktok,MX,North America,es,DIY,#Foodie,Is Croissant worth the hype?,Ava,licensed,Woodshop groove,11,19,141637,12411,1462,1307,1436,Android,11,Food,6,Short,23606.17,522,0.010322,0.009228,0.010139,23.730402,Tuesday,Morning,Regular,"food, fast, street food",102956.3,Mid,Winter,2025-03-11,2025-03,I tried making Koshari,22,0,15.5,0.816,Other,ForYou,0,16616,0.087625,0.003685,117.314,Mexico,3,March,11,2025
Tiktok,PH,Asia,tl,Education,#Foodie,Is Croissant worth the hype?,GuruAmr,trending,Calm piano,11,21,85845,7539,1129,902,503,Android,20,Food,3,Short,28615.0,353,0.013152,0.010507,0.005859,21.29661,Friday,Evening,Regular,"street food, recipe, kitchen, fast, food",106096.4,Mid,Winter,2025-03-14,2025-03,Street Koshari Taste Test ✨,27,1,13.2,0.629,iPhone,ForYou,1,10073,0.087821,0.004112,117.339,Philippines,3,March,14,2025
Tiktok,CO,South America,es,Beauty,#StreetFood,Is Tacos worth the hype?,BeyondVision,original,LoFi makeup beat,11,21,30799,1640,227,135,252,Android,4,Food,15,Medium,2053.27,15,0.00737,0.004383,0.008182,102.5,Friday,Night,HolidaySeason,"street food, food, kitchen",82901.5,Mid,Winter,2025-03-14,2025-03,5-Minute Tacos 🧠,16,1,16.5,0.786,Huawei,Following,1,2254,0.053248,0.000487,73.184,Colombia,3,March,14,2025
Tiktok,EG,Africa,ar,Comedy,#FYP,Hidden Gems of Paris,GamingWithYoussef,original,Clap beat,11,14,72504,6081,483,707,1179,iOS,17,Travel,20,Medium,3625.2,192,0.006662,0.009751,0.016261,31.507772,Thursday,Evening,Regular,"vlog, travel, food tour, guide",106173.2,Mid,Fall,2025-03-13,2025-03,24 Hours in Seoul,17,0,11.0,0.786,Samsung,Search,0,8450,0.083871,0.002648,116.545,Egypt,3,March,13,2025
Youtube,TR,Europe,tr,Gaming,#FYP,Street Food Tour in Cairo,MissAli,trending,8bit loop,11,44,145595,4927,322,457,300,iOS,12,Travel,17,Medium,8564.41,718,0.002212,0.003139,0.002061,6.852573,Monday,Afternoon,Regular,"food tour, hidden gems, vlog",130473.1,Mid,Spring,2025-03-10,2025-03,Hidden Gems of Tokyo,20,0,26.8,0.609,iPhone,Home,0,6006,0.03384,0.004931,41.251,Türkiye,3,March,10,2025
Youtube,AR,South America,es,News,#FYP,Is Croissant worth the hype?,SofiaTV,trending,Ticker bed,11,35,78628,3522,271,331,607,iOS,21,Food,52,Evergreen,1512.08,225,0.003447,0.00421,0.00772,15.584071,Tuesday,Evening,SummerBreak,"kitchen, street food, recipe",98246.3,Mid,Summer,2025-03-11,2025-03,Street Tacos Taste Test 🔥,25,1,19.1,0.546,iPhone,Search,0,4731,0.044793,0.002862,60.169,Argentina,3,March,11,2025
Youtube,BR,South America,pt,Fashion,#HiddenGems,Hidden Gems of London,VividVision,trending,Runway loop,11,34,75962,1789,146,221,114,Android,17,Travel,7,Short,10851.71,149,0.001922,0.002909,0.001501,11.926667,Friday,Evening,SummerBreak,"travel, food tour, vlog, hidden gems, guide",93727.3,Mid,Summer,2025-03-14,2025-03,24 Hours in Istanbul,20,0,16.5,0.485,Samsung,Home,1,2270,0.023551,0.001962,29.883,Brazil,3,March,14,2025
Youtube,US,North America,en,Automotive,#FYP,24 Hours in Cairo,OmarTV,licensed,Highway synth,11,33,591383,15978,2249,1569,1104,iOS,19,Travel,6,Short,98563.83,1282,0.003803,0.002653,0.001867,12.453624,Monday,Evening,SummerBreak,"guide, hidden gems, travel, food tour",103129.6,Mid,Summer,2025-03-10,2025-03,Hidden Gems of Paris,20,0,14.5,0.439,Oppo,Home,0,20900,0.027018,0.002168,35.341,United States,3,March,10,2025
Youtube,JP,Asia,ja,Beauty,#StreetFood,Is Kunafa worth the hype?,DailyVlogsLina,original,Ambient glow,11,90,128500,5594,655,463,844,Android,21,Food,4,Short,32125.0,778,0.005097,0.003603,0.006568,7.181001,Saturday,Evening,Regular,"kitchen, food, recipe",90837.3,Mid,Winter,2025-03-15,2025-03,5-Minute Sushi 🎮,16,1,64.0,0.711,Samsung,Home,1,7556,0.043533,0.006054,58.802,Japan,3,March,15,2025
Youtube,CA,North America,en,Comedy,#StreetFood,I tried making Sushi,MrLiam,trending,Whistle loop,11,90,197438,3072,228,374,484,iOS,4,Food,7,Short,28205.43,302,0.001155,0.001894,0.002451,10.138614,Tuesday,Night,HolidaySeason,"kitchen, street food, fast, recipe, food",108247.0,Mid,Winter,2025-03-11,2025-03,I tried making Koshari,22,0,54.2,0.602,Other,Home,0,4158,0.015559,0.00153,21.06,Canada,3,March,11,2025
Youtube,MA,Africa,ar,Food,#Travel,Hidden Gems of Tokyo,InsideMedia,licensed,Kitchen groove,11,42,50223,2329,316,158,147,Android,14,Travel,6,Short,8370.5,56,0.006292,0.003146,0.002927,40.859649,Wednesday,Afternoon,Ramadan,"travel, vlog, hidden gems, food tour, guide",90369.7,Mid,Spring,2025-03-12,2025-03,Hidden Gems of London,21,0,23.7,0.564,Samsung,Home,0,2950,0.046373,0.001115,58.738,Morocco,3,March,12,2025
Youtube,EG,Africa,ar,Lifestyle,#FYP,Is Croissant worth the hype?,AliVlogs,original,Chill guitar,11,37,55040,3008,337,336,217,Android,18,Food,6,Short,9173.33,341,0.006123,0.006105,0.003943,8.795322,Saturday,Evening,Regular,"street food, fast, recipe",83527.1,Mid,Fall,2025-03-15,2025-03,5-Minute Sushi,14,0,14.9,0.403,Huawei,Suggested,1,3898,0.054651,0.006195,70.821,Egypt,3,March,15,2025
Youtube,ES,Europe,es,Fitness,#FYP,24 Hours in London,BeyondWorks,trending,HIIT drums,11,36,12335,387,36,31,99,iOS,20,Travel,4,Short,3083.75,9,0.002919,0.002513,0.008026,38.7,Wednesday,Evening,Regular,"travel, guide, food tour",109086.8,Mid,Spring,2025-03-12,2025-03,Hidden Gems of Paris,20,0,19.0,0.528,Samsung,Home,0,553,0.031374,0.00073,44.832,Spain,3,March,12,2025
Youtube,MA,Africa,ar,Fitness,#Wanderlust,Hidden Gems of New York,BeautyBySofia,trending,Hype trap,11,33,109163,2075,226,215,132,Web,20,Travel,23,Evergreen,4746.22,63,0.00207,0.00197,0.001209,32.421875,Friday,Evening,SummerBreak,"hidden gems, food tour, vlog, travel, guide",111908.5,Mid,Summer,2025-03-14,2025-03,Hidden Gems of Istanbul,23,0,19.0,0.576,Desktop,Home,1,2648,0.019008,0.000577,24.257,Morocco,3,March,14,2025
Youtube,IT,Europe,it,Fashion,#Recipe,5-Minute Tacos,MayaYT,original,Aesthetic synth,11,39,209044,8177,804,562,1168,Android,20,Food,7,Short,29863.43,1218,0.003846,0.002688,0.005587,6.707957,Thursday,Evening,Regular,"food, street food, recipe",116096.1,Mid,Winter,2025-03-13,2025-03,5-Minute Croissant,18,0,22.1,0.567,Samsung,Home,0,10711,0.039116,0.005827,51.238,Italy,3,March,13,2025
Youtube,RU,Europe,ru,Lifestyle,#StreetFood,I tried making Tacos,ProYoussef,trending,Sunset pad,11,41,27326,2237,193,198,138,Web,23,Food,17,Medium,1607.41,334,0.007063,0.007246,0.00505,6.677612,Thursday,Night,Regular,"fast, recipe, food, kitchen, street food",128213.7,Mid,Spring,2025-03-13,2025-03,5-Minute Kunafa,15,0,18.8,0.459,Desktop,Home,0,2766,0.081863,0.012223,101.222,Russian Federation,3,March,13,2025
Youtube,AE,Asia,ar,Fashion,#Travel,24 Hours in Seoul,LucasVlogs,original,Pop groove,11,36,227724,6558,532,521,922,Android,19,Travel,13,Medium,17517.23,202,0.002336,0.002288,0.004049,32.305419,Tuesday,Evening,SummerBreak,"vlog, hidden gems, food tour, guide, travel",86230.4,Mid,Summer,2025-03-11,2025-03,24 Hours in Tokyo 🏖️,20,1,16.0,0.444,iPhone,Home,0,8533,0.028798,0.000887,37.471,United Arab Emirates,3,March,11,2025
Youtube,NL,Europe,nl,Pets,#Travel,Hidden Gems of London,BeyondHub,original,Cute whistle,11,40,355204,7464,1029,794,1086,Android,23,Travel,5,Short,71040.8,534,0.002897,0.002235,0.003057,13.951402,Tuesday,Night,HolidaySeason,"hidden gems, vlog, guide, travel, food tour",108139.9,Mid,Winter,2025-03-11,2025-03,Street Food Tour — London 🔥,27,1,27.7,0.692,Oppo,Suggested,0,10373,0.021013,0.001503,29.203,Netherlands,3,March,11,2025
Youtube,US,North America,en,Gaming,#FYP,Street Food Tour in London,ChannelAhmed,licensed,8bit loop,11,29,83432,2591,340,241,358,iOS,20,Travel,21,Medium,3972.95,386,0.004075,0.002889,0.004291,6.69509,Wednesday,Evening,HolidaySeason,"guide, travel, hidden gems, food tour, vlog",83423.1,Mid,Winter,2025-03-12,2025-03,Street Food Tour — Istanbul 🎵,29,1,21.4,0.738,iPhone,Search,0,3530,0.031055,0.004627,42.31,United States,3,March,12,2025
Tiktok,IT,Europe,it,News,#Travel,Hidden Gems of London,DrOmar,original,Ambient pulse,11,65,25105,1081,121,90,68,Android,16,Travel,6,Short,4184.17,30,0.00482,0.003585,0.002709,34.870968,Saturday,Afternoon,SummerBreak,"vlog, food tour, travel, guide, hidden gems",88817.6,Mid,Summer,2025-03-15,2025-03,Hidden Gems of Dubai,20,0,39.0,0.6,Oppo,ForYou,1,1360,0.043059,0.001195,54.172,Italy,3,March,15,2025
Tiktok,CN,Asia,zh,Comedy,#StreetFood,I tried making Koshari,DiegoChannel,trending,Clap beat,11,27,41846,1828,241,220,120,Android,10,Food,5,Short,8369.2,61,0.005759,0.005257,0.002868,29.483871,Wednesday,Morning,Regular,"food, recipe, fast, street food, kitchen",104173.4,Mid,Spring,2025-03-12,2025-03,5-Minute Ramen,14,0,17.6,0.652,Samsung,External,0,2409,0.043684,0.001458,57.568,China,3,March,12,2025
Tiktok,IN,Asia,hi,News,#FYP,Hidden Gems of Istanbul,HassanOfficial,licensed,Ambient pulse,11,16,57508,2631,333,300,171,iOS,15,Travel,3,Short,19169.33,75,0.00579,0.005217,0.002973,34.618421,Friday,Afternoon,BackToSchool,"guide, food tour, travel",88068.7,Mid,Fall,2025-03-14,2025-03,Hidden Gems of Seoul 🔥,22,1,9.8,0.612,Samsung,ForYou,1,3435,0.04575,0.001304,59.731,India,3,March,14,2025
Tiktok,NG,Africa,en,Education,#Travel,Hidden Gems of Paris,MusicByJames,licensed,Chalkboard beat,11,21,47266,2951,416,220,188,Android,23,Travel,54,Evergreen,875.3,89,0.008801,0.004655,0.003977,32.788889,Tuesday,Night,Regular,"guide, hidden gems, food tour",113756.1,Mid,Spring,2025-03-11,2025-03,24 Hours in Istanbul 😂,22,1,17.4,0.829,Samsung,Following,0,3775,0.062434,0.001883,79.867,Nigeria,3,March,11,2025
Tiktok,BR,South America,pt,Beauty,#Wanderlust,Hidden Gems of New York,NoahVlogs,trending,Ambient glow,11,26,75403,4179,373,548,435,iOS,18,Travel,17,Medium,4435.47,29,0.004947,0.007268,0.005769,139.3,Saturday,Evening,SummerBreak,"food tour, hidden gems, vlog",112535.6,Mid,Summer,2025-03-15,2025-03,Street Food Tour — Tokyo,24,0,21.7,0.835,iPhone,ForYou,1,5535,0.055422,0.000385,73.406,Brazil,3,March,15,2025
Tiktok,CO,South America,es,Science,#Wanderlust,Street Food Tour in London,NoorOfficial,original,Lab beeps,11,29,9178,629,50,51,152,Web,15,Travel,3,Short,3059.33,6,0.005448,0.005557,0.016561,89.857143,Wednesday,Afternoon,Regular,"hidden gems, guide, food tour",104730.1,Mid,Winter,2025-03-12,2025-03,24 Hours in New York 🏖️,23,1,23.4,0.807,Desktop,ForYou,0,882,0.068533,0.000654,96.099,Colombia,3,March,12,2025
Tiktok,AU,Oceania,en,Fashion,#FYP,Street Food Tour in Seoul,HassanYT,original,Runway loop,11,37,73052,4556,344,330,1010,iOS,13,Travel,20,Medium,3652.6,112,0.004709,0.004517,0.013826,40.318584,Friday,Afternoon,Regular,"vlog, guide, travel, food tour, hidden gems",88981.6,Mid,Winter,2025-03-14,2025-03,Street Food Tour — Istanbul,27,0,25.5,0.689,Other,ForYou,1,6240,0.062367,0.001533,85.419,Australia,3,March,14,2025
Tiktok,MX,North America,es,Finance,#FYP,Hidden Gems of London,YoussefYT,licensed,Subtle groove,11,33,49606,2596,235,245,251,Android,14,Travel,4,Short,12401.5,32,0.004737,0.004939,0.00506,78.666667,Friday,Afternoon,Regular,"hidden gems, guide, food tour",96742.3,Mid,Fall,2025-03-14,2025-03,Street Food Tour — Istanbul,27,0,22.1,0.67,iPhone,ForYou,1,3327,0.052332,0.000645,67.068,Mexico,3,March,14,2025
Tiktok,CN,Asia,zh,Fitness,#Foodie,Is Ramen worth the hype?,AmrPro,original,Hype trap,11,36,59416,4125,555,492,370,Android,13,Food,21,Medium,2829.33,73,0.009341,0.008281,0.006227,55.743243,Thursday,Afternoon,Regular,"fast, street food, recipe, kitchen",104341.6,Mid,Winter,2025-03-13,2025-03,5-Minute Tacos 💪,16,1,28.3,0.786,Pixel,ForYou,0,5542,0.069426,0.001229,93.275,China,3,March,13,2025
Tiktok,IN,Asia,hi,Music,#Foodie,5-Minute Sushi,InsideWorks,trending,EDM drop,11,20,304244,25590,4240,2720,3951,iOS,19,Food,35,Evergreen,8692.69,885,0.013936,0.00894,0.012986,28.882619,Monday,Evening,Regular,"kitchen, street food, recipe, fast, food",98432.0,Mid,Spring,2025-03-10,2025-03,Street Kunafa Taste Test ✨,26,1,15.9,0.795,Vivo,External,0,36501,0.08411,0.002909,119.973,India,3,March,10,2025
Tiktok,PL,Europe,pl,Comedy,#FYP,Hidden Gems of London,BeautyBySofia,original,Clap beat,11,51,19084,1447,220,176,154,Android,3,Travel,4,Short,4771.0,32,0.011528,0.009222,0.00807,43.848485,Friday,Night,BackToSchool,"hidden gems, travel, food tour, guide",111908.5,Mid,Fall,2025-03-14,2025-03,Hidden Gems of Seoul,20,0,35.0,0.686,Huawei,ForYou,1,1997,0.075823,0.001677,104.643,Poland,3,March,14,2025
Tiktok,BR,South America,pt,Sports,#FYP,24 Hours in Paris,NextHub,original,Adrenaline synth,11,32,112823,6725,889,577,528,Android,2,Travel,20,Medium,5641.15,230,0.00788,0.005114,0.00468,29.112554,Friday,Night,BackToSchool,"hidden gems, food tour, travel, guide, vlog",102133.2,Mid,Fall,2025-03-14,2025-03,Hidden Gems of London,21,0,20.9,0.653,Xiaomi,ForYou,1,8719,0.059607,0.002039,77.28,Brazil,3,March,14,2025
Tiktok,NG,Africa,en,DIY,#Foodie,I tried making Tacos,BeautyByLina,trending,Woodshop groove,11,34,87098,7792,750,991,1252,Android,19,Food,4,Short,21774.5,255,0.008611,0.011378,0.014375,30.4375,Wednesday,Evening,Regular,"recipe, food, fast, street food, kitchen",77266.9,Mid,Winter,2025-03-12,2025-03,Street Tacos Taste Test,23,0,18.9,0.556,iPhone,ForYou,0,10785,0.089462,0.002928,123.826,Nigeria,3,March,12,2025
Tiktok,TR,Europe,tr,Gaming,#Foodie,5-Minute Tacos,DiegoVlogs,original,Boss fight theme,11,44,63751,3886,429,443,574,iOS,8,Food,3,Short,21250.33,69,0.006729,0.006949,0.009004,55.514286,Friday,Morning,Regular,"kitchen, street food, food",100207.3,Mid,Spring,2025-03-14,2025-03,I tried making Sushi 🍔,22,1,34.1,0.775,iPhone,ForYou,1,5332,0.060956,0.001082,83.638,Türkiye,3,March,14,2025
Youtube,ZA,Africa,en,News,#Travel,Street Food Tour in Seoul,MayaPro,original,Neutral piano,11,58,39077,2188,145,233,277,Android,22,Travel,3,Short,13025.67,49,0.003711,0.005963,0.007089,43.76,Tuesday,Evening,SummerBreak,"hidden gems, vlog, guide, food tour, travel",111410.3,Mid,Summer,2025-03-11,2025-03,Street Food Tour — London,25,0,40.6,0.7,Xiaomi,Home,0,2843,0.055992,0.001254,72.754,South Africa,3,March,11,2025
Youtube,IN,Asia,hi,Travel,#Recipe,I tried making Ramen,GamingWithJames,trending,City stroll,11,21,62619,3416,469,425,226,iOS,18,Food,7,Short,8945.57,294,0.00749,0.006787,0.003609,11.579661,Saturday,Evening,Regular,"recipe, kitchen, food, fast",76131.2,Mid,Fall,2025-03-15,2025-03,Street Tacos Taste Test,23,0,14.1,0.671,Oppo,External,1,4536,0.054552,0.004695,72.438,India,3,March,15,2025
Youtube,JP,Asia,ja,Finance,#Foodie,I tried making Croissant,LiamVlogs,licensed,Clean corporate bed,11,65,49960,2804,307,279,178,Android,19,Food,12,Medium,4163.33,419,0.006145,0.005584,0.003563,6.67619,Sunday,Evening,HolidaySeason,"fast, kitchen, food, recipe, street food",91094.5,Mid,Winter,2025-03-16,2025-03,5-Minute Kunafa,15,0,35.2,0.542,Other,Home,1,3568,0.056125,0.008387,71.417,Japan,3,March,16,2025
Youtube,MA,Africa,ar,Fitness,#FYP,Hidden Gems of Tokyo,OliviaYT,original,Cardio loop,11,35,147440,7390,753,748,788,Android,23,Travel,3,Short,49146.67,970,0.005107,0.005073,0.005345,7.610711,Friday,Night,HolidaySeason,"hidden gems, travel, food tour, guide, vlog",85903.6,Mid,Winter,2025-03-14,2025-03,Hidden Gems of Tokyo,20,0,20.3,0.58,Samsung,Suggested,1,9679,0.050122,0.006579,65.647,Morocco,3,March,14,2025
Youtube,ID,Asia,id,Sports,#Travel,Hidden Gems of Istanbul,AmrOfficial,original,Adrenaline synth,11,46,73209,2883,404,237,535,Android,15,Travel,4,Short,18302.25,373,0.005518,0.003237,0.007308,7.708556,Tuesday,Afternoon,Regular,"travel, vlog, hidden gems, food tour, guide",93427.1,Mid,Fall,2025-03-11,2025-03,Hidden Gems of Tokyo,20,0,18.7,0.407,Vivo,Home,0,4059,0.03938,0.005095,55.444,Indonesia,3,March,11,2025
Youtube,RU,Europe,ru,Education,#StreetFood,5-Minute Kunafa,DailyVlogsNoah,original,Chalkboard beat,11,41,17059,785,112,63,50,Android,10,Food,7,Short,2437.0,96,0.006565,0.003693,0.002931,8.092784,Friday,Morning,Regular,"recipe, food, street food",80978.0,Mid,Winter,2025-03-14,2025-03,Street Sushi Taste Test 🎵,25,1,18.9,0.461,Samsung,Home,1,1010,0.046017,0.005628,59.206,Russian Federation,3,March,14,2025
Youtube,KR,Asia,ko,Pets,#Travel,Hidden Gems of New York,AvaOfficial,trending,Purr loop,11,36,273997,13251,1665,1411,2476,iOS,16,Travel,35,Evergreen,7828.49,398,0.006077,0.00515,0.009037,33.210526,Sunday,Afternoon,SummerBreak,"vlog, food tour, guide, travel, hidden gems",102994.2,Mid,Summer,2025-03-16,2025-03,Hidden Gems of Tokyo,20,0,18.8,0.522,Samsung,Home,1,18803,0.048362,0.001453,68.625,"Korea, Republic of",3,March,16,2025
Youtube,ZA,Africa,en,DIY,#Wanderlust,Street Food Tour in Seoul,DailyVlogsLiam,trending,Woodshop groove,11,39,32415,1397,129,100,85,Web,19,Travel,6,Short,5402.5,208,0.00398,0.003085,0.002622,6.684211,Saturday,Evening,Regular,"vlog, travel, food tour, hidden gems",105639.6,Mid,Fall,2025-03-15,2025-03,24 Hours in Tokyo 🎯,19,1,20.8,0.533,Desktop,Home,1,1711,0.043097,0.006417,52.784,South Africa,3,March,15,2025
